drugs,from_user,text,time,geo_coordinates,iso_language_code,from_user_id_str,id_str,to_user,to_user_id_str,created_at,in_reply_to_status_id_str,source,profile_image_url,status_url,entities_str,compt
metformin,w_pat_tc,WO2012120040A1 Pharmaceutical Compositions Comprising Metformin And A Dpp-4 Inhibitor Or A ... #A61K #A61K9 http://t.co/LcmrPjeO,15/09/2012 01:43:53,"loc: 50.717721,7.118872",en,163877216,246786382750683136 ,,0,"Sat, 15 Sep 2012 01:43:53 +0000",,&lt;a href=&quot;http://w.pat.tc&quot;&gt;TwittlyDumb&lt;/a&gt;,http://a0.twimg.com/profile_images/2309783804/355j4shhjrh4rqb5vsys_normal.jpeg,http://twitter.com/w_pat_tc/statuses/246786382750683136,"{""urls"":[{""expanded_url"":""http://w.pat.tc/WO2012120040A1"",""indices"":[108,128],""display_url"":""w.pat.tc/WO2012120040A1"",""url"":""http://t.co/LcmrPjeO""}],""hashtags"":[{""text"":""A61K"",""indices"":[95,100]},{""text"":""A61K9"",""indices"":[101,107]}],""user_mentions"":[]}",
metformin,sarajsall,@EwanMurdoch hahah! My title is - The role of AMPK in the action of antihyperglycaemic drugs (metformin and other biguanides) w/ Dr. Rena,14/09/2012 17:46:31,"loc: 56.461163,-2.987096",en,108695996,246666249411641344 ,EwanMurdoch,597765450,"Fri, 14 Sep 2012 17:46:31 +0000",2.47E+17,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1624505791/326088_10150910920210523_611135522_21692953_817409639_o_normal.jpg,http://twitter.com/sarajsall/statuses/246666249411641344,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":597765450,""name"":""Ewan Murdoch"",""indices"":[0,12],""screen_name"":""EwanMurdoch"",""id_str"":""597765450""}]}",
amoxicillin,Day_x,hello Amoxicillin lets see If you can clear my ear canal and give my hearing back..,14/09/2012 15:55:42,"loc: 51.650318,-3.331809",en,58308555,246638362637791232 ,,0,"Fri, 14 Sep 2012 15:55:42 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2329387849/image_normal.jpg,http://twitter.com/Day_x/statuses/246638362637791232,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",
warfarin,odaconny,Warfarin is a rodenticide,14/09/2012 13:06:14,"loc: -1.313281,36.811017",en,380495277,246595714904371202 ,,0,"Fri, 14 Sep 2012 13:06:14 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2562873251/w5xXs9PB_normal,http://twitter.com/odaconny/statuses/246595714904371202,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",
sertraline,Theo_Cratic,"“@UberFacts: Prostaglandins, a component of semen, act as anti-depressants.” My therapy includes a daily dose of semen and sertraline.",14/09/2012 12:48:19,"loc: 44.873453,-93.310016",en,15291475,246591204316295168 ,,0,"Fri, 14 Sep 2012 12:48:19 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2601337566/image_normal.jpg,http://twitter.com/Theo_Cratic/statuses/246591204316295168,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":95023423,""name"":""UberFacts"",""indices"":[1,11],""screen_name"":""UberFacts"",""id_str"":""95023423""}]}",
zolpidem,IvanLEpicurien,"Es lo usual RT: ""@natyfloreza: Me va a tocar acudir al zolpidem definitivamente. #ComboTrasnochador""",14/09/2012 11:16:27,"loc: 7.075771,-73.864064",es,51285537,246568087976022016 ,,0,"Fri, 14 Sep 2012 11:16:27 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/1861340839/Calviche_normal.JPG,http://twitter.com/IvanLEpicurien/statuses/246568087976022016,"{""urls"":[],""hashtags"":[{""text"":""ComboTrasnochador"",""indices"":[81,99]}],""user_mentions"":[{""id"":295771464,""name"":""Naty Florez ♥"",""indices"":[17,29],""screen_name"":""natyfloreza"",""id_str"":""295771464""}]}",1
citalopram,KatJayneWebster,"Dear Citalopram, please do your best. Regards, Kadlin The Not so Brave at Present.",14/09/2012 04:44:14,"loc: 51.562764,-0.062853",en,107179485,246469381280915456 ,,0,"Fri, 14 Sep 2012 04:44:14 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2394820094/image_normal.jpg,http://twitter.com/KatJayneWebster/statuses/246469381280915456,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,ShannonTsaikf,Just ate a pill of augmentin amoxicillin trihydrate - potassium clavulanate. And one pill of Zyrtec-D.,14/09/2012 04:45:22,"loc: 1.377958,103.737136",en,434065787,246469668020310016 ,,0,"Fri, 14 Sep 2012 04:45:22 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2548256595/image_normal.jpg,http://twitter.com/ShannonTsaikf/statuses/246469668020310016,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
zolpidem,stavros_gm,Zolpidem que pasa??? Esto no esta funcionando... :(,14/09/2012 03:47:23,"loc: -33.425106,-70.58013",es,276304613,246455073679491072 ,,0,"Fri, 14 Sep 2012 03:47:23 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1301476371/image_normal.jpg,http://twitter.com/stavros_gm/statuses/246455073679491072,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,Irenesculley,"Prescribed Sudafed, liquid Codeine, Naproxen, Amoxicillin, and Zyrtec. I'm set. #achoo",13/09/2012 23:33:21,"loc: 29.5436,-98.656613",en,44810065,246391147323351040 ,,0,"Thu, 13 Sep 2012 23:33:21 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2505324489/image_normal.jpg,http://twitter.com/Irenesculley/statuses/246391147323351040,"{""urls"":[],""hashtags"":[{""text"":""achoo"",""indices"":[80,86]}],""user_mentions"":[]}",1
amoxicillin,AugustKSoto,"Possibly have strep, drugged up on Amoxicillin and Prednisone and am the only scheduled server in the restaurant tonight. #effthatshit",13/09/2012 17:04:31,"loc: 38.940958,-95.280601",en,227887837,246293291589591040 ,,0,"Thu, 13 Sep 2012 17:04:31 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1882356167/image_normal.jpg,http://twitter.com/AugustKSoto/statuses/246293291589591040,"{""urls"":[],""hashtags"":[{""text"":""effthatshit"",""indices"":[122,134]}],""user_mentions"":[]}",1
metformin,Jaydizz,@gonzotony my stomach hurts a lot is there an alternative to metformin? Maybe Lower dosage? I'm on 500 mg and it's not helping acid reflux,13/09/2012 14:30:33,"loc: 32.803657,-117.048039",en,169192154,246254545083170818 ,gonzotony,257688985,"Thu, 13 Sep 2012 14:30:33 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2597775237/cy7pzrf3mxylu24n3isw_normal.jpeg,http://twitter.com/Jaydizz/statuses/246254545083170818,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":257688985,""name"":""Tony Gonzales"",""indices"":[0,10],""screen_name"":""gonzotony"",""id_str"":""257688985""}]}",1
hydrocodone,BeeeeezUp,“@Maxxxaveli: @BeeeeezUp I got hydrocodone but I don't wanna sleep till 7pm” #Truu,13/09/2012 10:09:36,"loc: 32.79345,-96.904583",en,427903364,246188874899005440 ,,0,"Thu, 13 Sep 2012 10:09:36 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2602925439/image_normal.jpg,http://twitter.com/BeeeeezUp/statuses/246188874899005440,"{""urls"":[],""hashtags"":[{""text"":""Truu"",""indices"":[77,82]}],""user_mentions"":[{""id"":460327788,""name"":""max"",""indices"":[1,12],""screen_name"":""Maxxxaveli"",""id_str"":""460327788""},{""id"":427903364,""name"":""Jay Rosa"",""indices"":[14,24],""screen_name"":""BeeeeezUp"",""id_str"":""427903364""}]}",1
hydrocodone,SaliSmith1,"@SilentLongShot *Has taken hydrocodone, Xanax, Ambien, and Tylenol. #NotAllAtOnce",13/09/2012 06:43:49,"loc: 43.531382,-96.756463",en,768177810,246137086728605697 ,SilentLongShot,618732021,"Thu, 13 Sep 2012 06:43:49 +0000",246136577653346304,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2604279313/image_normal.jpg,http://twitter.com/SaliSmith1/statuses/246137086728605697,"{""urls"":[],""hashtags"":[{""text"":""NotAllAtOnce"",""indices"":[68,81]}],""user_mentions"":[{""id"":618732021,""name"":""ᏓᎾᏁᏀᎦᎻᎤᎿ"",""indices"":[0,15],""screen_name"":""SilentLongShot"",""id_str"":""618732021""}]}",1
citalopram,FayYahaya,@FidhoraNasution nak! Nak citalopram n zopiclone sekali. Hehe. Have a nice day Dr DN! :b,13/09/2012 01:15:52,"loc: -42.894297,147.321557",pl,380642481,246054557271080962 ,FidhoraNasution,497640077,"Thu, 13 Sep 2012 01:15:52 +0000",246047175996481536,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2595343490/ghzjpapnkr3k6mczkfg0_normal.jpeg,http://twitter.com/FayYahaya/statuses/246054557271080962,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":497640077,""name"":""Syazarin F. Nasution"",""indices"":[0,16],""screen_name"":""FidhoraNasution"",""id_str"":""497640077""}]}",1
lisinopril,Jaydizz,@gonzotony no insulin yet but something else (oral med). Lots of blood work today. Also now on lisinopril for kidneys and tool urine test!,12/09/2012 20:33:39,"loc: 32.803736,-117.048229",en,169192154,245983534584578048 ,gonzotony,257688985,"Wed, 12 Sep 2012 20:33:39 +0000",245982225462607872,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2597775237/cy7pzrf3mxylu24n3isw_normal.jpeg,http://twitter.com/Jaydizz/statuses/245983534584578048,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":257688985,""name"":""Tony Gonzales"",""indices"":[0,10],""screen_name"":""gonzotony"",""id_str"":""257688985""}]}",1
Lipitor,Jerseyshore00,Lipitor (@ Rite Aid) [pic]: http://t.co/zfsOd2cR,12/09/2012 18:47:06,"loc: 39.968767,-74.132223",vi,42928272,245956718624911360 ,,0,"Wed, 12 Sep 2012 18:47:06 +0000",,&lt;a href=&quot;http://foursquare.com&quot;&gt;foursquare&lt;/a&gt;,http://a0.twimg.com/profile_images/2573583086/ws80uxm7l99obe3suwsj_normal.jpeg,http://twitter.com/Jerseyshore00/statuses/245956718624911360,"{""urls"":[{""expanded_url"":""http://4sq.com/QjPc9F"",""indices"":[28,48],""display_url"":""4sq.com/QjPc9F"",""url"":""http://t.co/zfsOd2cR""}],""hashtags"":[],""user_mentions"":[]}",1
metformin,MatthewAPhipps,#metformin sucks!,12/09/2012 15:17:33,"loc: 36.146092,-86.683799",en,601394237,245903985859497984 ,,0,"Wed, 12 Sep 2012 15:17:33 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2529551894/image_normal.jpg,http://twitter.com/MatthewAPhipps/statuses/245903985859497984,"{""urls"":[],""hashtags"":[{""text"":""metformin"",""indices"":[0,10]}],""user_mentions"":[]}",1
alprazolam,marcellyb,Nada como uma dose alta dec alprazolam....to dormindo querendo mais,12/09/2012 13:55:50,"loc: -22.895216,-43.285968",pt,41090059,245883420633354240 ,,0,"Wed, 12 Sep 2012 13:55:50 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2446909122/zo2stepr_normal,http://twitter.com/marcellyb/statuses/245883420633354240,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
warfarin,darrylbeaumont,@kezsen ..is going 2 do) plus there starting me on warfarin 2 thin my blood and hopefully disperse it..the pain is absolutely shocking.....,12/09/2012 12:03:24,"loc: 52.255546,-1.170782",en,528395607,245855126479331329 ,kezsen,233130742,"Wed, 12 Sep 2012 12:03:24 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2586877471/0A4vSjD7_normal,http://twitter.com/darrylbeaumont/statuses/245855126479331329,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":233130742,""name"":""Kerry Sen"",""indices"":[0,7],""screen_name"":""kezsen"",""id_str"":""233130742""}]}",1
hydrocodone,_JasmineIsLegit,I thought hydrocodone was supposed to make you sleepy? You lied Doc.,12/09/2012 07:00:58,"loc: 40.060028,-83.077679",en,262352931,245779017314209792 ,,0,"Wed, 12 Sep 2012 07:00:58 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2561104956/0JvyFa4w_normal,http://twitter.com/_JasmineIsLegit/statuses/245779017314209792,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,maintainin_bri,No im not happy. *takes 12 hydrocodone pills* fuck the world. R.I.p to me !,12/09/2012 06:17:20,"loc: 29.474207,-98.357772",en,366424207,245768035812638720 ,,0,"Wed, 12 Sep 2012 06:17:20 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2600337841/il2n9sfga1c51q0irkkt_normal.jpeg,http://twitter.com/maintainin_bri/statuses/245768035812638720,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
citalopram,kissmyshades,@Factory_Foddr It's them shitty citalopram doing that to you. I promise this'll make you go off like a geyser at Yellowstone National Park!,12/09/2012 00:32:48,"loc: 54.0022,-0.438412",en,20971787,245681330665422848 ,Factory_Foddr,563745656,"Wed, 12 Sep 2012 00:32:48 +0000",245679816421027840,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2541036127/image_normal.jpg,http://twitter.com/kissmyshades/statuses/245681330665422848,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":563745656,""name"":""Martyn Crooks "",""indices"":[0,14],""screen_name"":""Factory_Foddr"",""id_str"":""563745656""}]}",1
azithromycin,CFWarrior90,"@BlinkParawhore not had fluclox in years, swapped it for azithromycin and stopped that last month to see if I actually need it at all now.",11/09/2012 22:27:55,"loc: 50.798806,-2.076114",en,22619886,245649904448458752 ,BlinkParawhore,258522488,"Tue, 11 Sep 2012 22:27:55 +0000",245649306995015680,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2504170246/image_normal.jpg,http://twitter.com/CFWarrior90/statuses/245649904448458752,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":258522488,""name"":""Sensei Sophie"",""indices"":[0,15],""screen_name"":""BlinkParawhore"",""id_str"":""258522488""}]}",1
hydrocodone,Tim_Smith45,"Wake up, take a hydrocodone, put a good dip in, crack a cold one, and sit on my ass all day",11/09/2012 18:59:11,"loc: 29.747294,-98.391333",en,611340022,245597373777182721 ,,0,"Tue, 11 Sep 2012 18:59:11 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2318126583/kelci_and_micaela_normal.jpg,http://twitter.com/Tim_Smith45/statuses/245597373777182721,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,lowercaselaurel,Probably got amoxicillin 100 times in my life and the pharmacist FINALLY decided to tell me it cancels my birth control. Kinda important.,11/09/2012 18:44:03,"loc: 39.187118,-96.561121",en,18421018,245593563927302144 ,,0,"Tue, 11 Sep 2012 18:44:03 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2559565948/o83vxj9z623knq3kv6j4_normal.jpeg,http://twitter.com/lowercaselaurel/statuses/245593563927302144,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
zolpidem,emmachristine_1,@robjob712 Hahaha the Zolpidem got the man in the coma to wake up lol,11/09/2012 14:08:51,"loc: 41.593155,-93.707078",en,96642516,245524306736586752 ,robjob712,43972639,"Tue, 11 Sep 2012 14:08:51 +0000",245522340547543040,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2581042059/9age52drw3mozcp5is48_normal.jpeg,http://twitter.com/emmachristine_1/statuses/245524306736586752,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":43972639,""name"":""Rob Humble"",""indices"":[0,10],""screen_name"":""robjob712"",""id_str"":""43972639""}]}",1
zolpidem,emmachristine_1,@robjob712 wait I'm confused.. it sounds like the Zolpidem saved this man's life.. right?,11/09/2012 13:59:52,"loc: 41.589165,-93.773328",en,96642516,245522049647390721 ,robjob712,43972639,"Tue, 11 Sep 2012 13:59:52 +0000",245512482624503808,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2581042059/9age52drw3mozcp5is48_normal.jpeg,http://twitter.com/emmachristine_1/statuses/245522049647390721,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":43972639,""name"":""Rob Humble"",""indices"":[0,10],""screen_name"":""robjob712"",""id_str"":""43972639""}]}",1
hydrocodone,digest_my_tweet,"My body itching....Damn hydrocodone.....but I'm feelin good af! I'm bout to sleep great....my son sleep, now it's time for papa to knock out",11/09/2012 07:49:19,"loc: 35.192628,-80.706492",en,335343265,245428796356960257 ,,0,"Tue, 11 Sep 2012 07:49:19 +0000",,&lt;a href=&quot;http://www.tweetcaster.com&quot;&gt;TweetCaster for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/1876607041/profile_normal.jpg,http://twitter.com/digest_my_tweet/statuses/245428796356960257,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,Tim_Smith45,@TypicalMiriam even the hydrocodone doesn't kill the pain,11/09/2012 07:47:42,"loc: 29.750981,-98.392108",en,611340022,245428387760467968 ,TypicalMiriam,582951179,"Tue, 11 Sep 2012 07:47:42 +0000",245428217039683584,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2318126583/kelci_and_micaela_normal.jpg,http://twitter.com/Tim_Smith45/statuses/245428387760467968,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":582951179,""name"":""Miriam Camarillo✌"",""indices"":[0,14],""screen_name"":""TypicalMiriam"",""id_str"":""582951179""}]}",1
hydrocodone,tp_badgirl36,Took this hydrocodone now um ready!,10/09/2012 23:12:54,"loc: 31.94761,-83.784246",en,248215889,245298834446626816 ,,0,"Mon, 10 Sep 2012 23:12:54 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2594190509/2x6Hx3Ro_normal,http://twitter.com/tp_badgirl36/statuses/245298834446626816,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
hydrocodone,saraheelaine,So my MIL is quite the funny lady. She decided its better to sip on a cocktail than nibble on a hydrocodone Also its more sociable #carwreck,10/09/2012 21:27:29,"loc: 42.311878,-72.635392",en,183024225,245272305947783169 ,,0,"Mon, 10 Sep 2012 21:27:29 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/1779159815/image_normal.jpg,http://twitter.com/saraheelaine/statuses/245272305947783169,"{""urls"":[],""hashtags"":[{""text"":""carwreck"",""indices"":[131,140]}],""user_mentions"":[]}",1
amoxicillin,RawrTaixD,Thank god for amoxicillin 🙏 if not I'd be half dead right now,10/09/2012 20:17:15,"loc: 40.775768,-73.998011",en,51933975,245254632874586112 ,,0,"Mon, 10 Sep 2012 20:17:15 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2595369646/image_normal.jpg,http://twitter.com/RawrTaixD/statuses/245254632874586112,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
amoxicillin,RikkiLeighhh,asked my mum to go sneak me some banana amoxicillin from my gp. that medicine tastes so good!,10/09/2012 19:00:29,"loc: 51.431239,-0.183126",en,30431731,245235313369288704 ,,0,"Mon, 10 Sep 2012 19:00:29 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2563599401/image_normal.jpg,http://twitter.com/RikkiLeighhh/statuses/245235313369288704,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
alprazolam,clippermark,@matteowolk se vuoi ho una bottiglietta di alprazolam per rifarti la bocca,10/09/2012 17:40:12,"loc: 44.505093,11.343731",it,316588340,245215107410440192 ,matteowolk,159876750,"Mon, 10 Sep 2012 17:40:12 +0000",245211743205355520,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2441040249/image_normal.jpg,http://twitter.com/clippermark/statuses/245215107410440192,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":159876750,""name"":""Matéo"",""indices"":[0,11],""screen_name"":""matteowolk"",""id_str"":""159876750""}]}",1
citalopram,Camega42,"Went to doctors with @LeShadowPhoenix , looks like I'll be coming off my citalopram after the winter. ^^~ #HappyPup",10/09/2012 16:30:30,"loc: 55.852668,-4.277943",en,90901439,245197569234452480 ,,0,"Mon, 10 Sep 2012 16:30:30 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2405667609/y8bvc3k1i7uqqyk3i88j_normal.jpeg,http://twitter.com/Camega42/statuses/245197569234452480,"{""urls"":[],""hashtags"":[{""text"":""HappyPup"",""indices"":[106,115]}],""user_mentions"":[{""id"":636492410,""name"":""Shadow Phoenix"",""indices"":[21,37],""screen_name"":""LeShadowPhoenix"",""id_str"":""636492410""}]}",1
amoxicillin,ndidendi,Antibiotik semua? RT @caessar_p: A friend in Jkt got this prescription from a doctor: amoxicillin (cont) http://t.co/dRSt4dDv,10/09/2012 09:00:40,"loc: -7.790133,110.377303",en,58761764,245084363044319232 ,,0,"Mon, 10 Sep 2012 09:00:40 +0000",,&lt;a href=&quot;http://ubersocial.com&quot;&gt;UberSocial for BlackBerry&lt;/a&gt;,http://a0.twimg.com/profile_images/1625265659/dendi_normal.jpg,http://twitter.com/ndidendi/statuses/245084363044319232,"{""urls"":[{""expanded_url"":""http://tl.gd/j803v0"",""indices"":[105,125],""display_url"":""tl.gd/j803v0"",""url"":""http://t.co/dRSt4dDv""}],""hashtags"":[],""user_mentions"":[{""id"":118589171,""name"":""Caessar Pronocitro"",""indices"":[21,31],""screen_name"":""caessar_p"",""id_str"":""118589171""}]}",1
amoxicillin,stacedoesit,I feel way better than what I did. Omg Advil and amoxicillin are my bffs rn 🙌🙏👌👍,10/09/2012 07:31:33,"loc: 33.061714,-111.46328",en,377707609,245061935794647040 ,,0,"Mon, 10 Sep 2012 07:31:33 +0000",,&lt;a href=&quot;http://twitter.com/download/iphone&quot;&gt;Twitter for iPhone&lt;/a&gt;,http://a0.twimg.com/profile_images/2585472676/image_normal.jpg,http://twitter.com/stacedoesit/statuses/245061935794647040,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
zolpidem,Mr_Salander,Me he pasado media noche soñando que me moría de maneras grotescas y viendo alucinaciones. Jamás vuelvo a tomar zolpidem.,10/09/2012 06:51:58,"loc: 40.331638,-3.868579",es,75107647,245051977145401344 ,,0,"Mon, 10 Sep 2012 06:51:58 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2591050836/2u5obp8e_normal,http://twitter.com/Mr_Salander/statuses/245051977145401344,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
levothyroxine,AniRayne33,"@elephande levothyroxine? Yeah, sounds like dose needs adjusted.",10/09/2012 04:27:41,"loc: 39.755038,-84.127505",en,19012787,245015665168232448 ,elephande,48765734,"Mon, 10 Sep 2012 04:27:41 +0000",245015341674164224,&lt;a href=&quot;http://seesmic.com/&quot;&gt;Seesmic&lt;/a&gt;,http://a0.twimg.com/profile_images/2557965082/6d6f00b1-419a-4baa-87df-35da7bd36d4d_normal.png,http://twitter.com/AniRayne33/statuses/245015665168232448,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":48765734,""name"":""Richard Willis"",""indices"":[0,10],""screen_name"":""elephande"",""id_str"":""48765734""}]}",1
amoxicillin,_JustAmbBam,"@_ChocolateKiSSe i went to the er they gave amoxicillin n hydrocodone for the pain , hw long it take tu go away",10/09/2012 02:21:30,"loc: 36.261929,-86.748444",en,237474551,244983912038817793 ,_ChocolateKiSSe,73690546,"Mon, 10 Sep 2012 02:21:30 +0000",244974992696164352,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2581434702/6cuh1r5H_normal,http://twitter.com/_JustAmbBam/statuses/244983912038817793,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":73690546,""name"":""Ms. Feisty Ass Te-Te"",""indices"":[0,16],""screen_name"":""_ChocolateKiSSe"",""id_str"":""73690546""}]}",1
hydrocodone,_JustAmbBam,"@_ChocolateKiSSe i went to the er they gave amoxicillin n hydrocodone for the pain , hw long it take tu go away",10/09/2012 02:21:30,"loc: 36.261929,-86.748444",en,237474551,244983912038817793 ,_ChocolateKiSSe,73690546,"Mon, 10 Sep 2012 02:21:30 +0000",244974992696164352,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/2581434702/6cuh1r5H_normal,http://twitter.com/_JustAmbBam/statuses/244983912038817793,"{""urls"":[],""hashtags"":[],""user_mentions"":[{""id"":73690546,""name"":""Ms. Feisty Ass Te-Te"",""indices"":[0,16],""screen_name"":""_ChocolateKiSSe"",""id_str"":""73690546""}]}",1
hydrocodone,MR2900OYGSL29P,About to pop this hydrocodone &amp; smoke some good#FWM,09/09/2012 23:29:12,"loc: 33.617358,-112.338303",en,360240265,244940550682337282 ,,0,"Sun, 09 Sep 2012 23:29:12 +0000",,&lt;a href=&quot;http://twitter.com/download/android&quot;&gt;Twitter for Android&lt;/a&gt;,http://a0.twimg.com/profile_images/1769536214/229433_112833018800725_100002220823220_126624_4849258_n_normal.jpg,http://twitter.com/MR2900OYGSL29P/statuses/244940550682337282,"{""urls"":[],""hashtags"":[],""user_mentions"":[]}",1
